variable_1,variable_2,COAT
Bdellovibrio,Clostridium_sensu_stricto_2,0.8335019013780375
Aerococcus,Dorea,-0.7683230245159605
Modestobacter,UC5-1-2E3,0.7625846440820953
Halomonas,Synergistes,0.710038130376386
Raoultella,Intestinibacter,-0.555654944232826
Amaricoccus,Bifidobacterium,-0.5652760784594032
HT002,UBA1819,-0.151515575595113
Succiniclasticum,Clostridia_vadinBB60_group,-0.042654548212405004
vadinBE97,[Clostridium]_methylpentosum_group,0.2082650799690104
Caulobacter,Erysipelatoclostridiaceae,0.7922669191905659
Pseudopropionibacterium,Neisseria,0.6856126891474845
Lentilactobacillus,Candidatus_Stoquefichus,0.5866644454691168
HT002,Alistipes,-0.38352215952144036
[Eubacterium]_xylanophilum_group,[Eubacterium]_coprostanoligenes_group,0.189578127613169
JI49D030,Methanosphaera,0.43928443250318816
Cutibacterium,Aquabacterium,0.9578750163841899
Dellaglioa,Epulopiscium,0.5905043059964743
Johnsonella,Bifidobacteriaceae,0.9701152456814299
Cardiobacterium,HT002,0.36556817975220735
Centipeda,Muribaculum,0.7477740381071868
Eubacteriaceae,Raoultella,0.9550777556825898
TM7x,Allisonella,-0.06434957126682239
Nitrosomonas,[Eubacterium]_nodatum_group,0.5487642047399459
Nitrosomonas,Bacteriovorax,0.8027649537263146
Neisseria,Lachnospiraceae_UCG-004,-0.32229955531741383
Capnocytophaga,Stomatobaculum,0.9600523042888358
Lapidilactobacillus,Coprobacter,-0.1896142774807868
Macrococcus,Eubacteriaceae,0.9251184595730682
P5D1-392,Caproiciproducens,0.6996409074406055
Lachnospiraceae,[Eubacterium]_fissicatena_group,0.1436534732334088
Weissella,[Eubacterium]_xylanophilum_group,-0.0111310999216878
Dysgonomonas,Anaerostipes,-0.4572386739031399
Moryella,Chloroplast,-0.054690449909841496
Sneathia,Lactococcus,0.0
Helicobacter,Anaeroplasma,0.890577623605201
S5-A14a,Caproiciproducens,0.6318669621200537
Pyramidobacter,Solobacterium,0.0
Devosia,Weissella,-0.01032996857397572
Candidatus_Soleaferrea,Brachyspira,0.2962123882550684
Legionella,Rikenellaceae_RC9_gut_group,0.16037335313578238
Candidatus_Obscuribacter,env.OPS_17,0.8352406139660336
GCA-900066755,Frisingicoccus,0.40480043004765404
Neisseria,Raoultella,0.683856979947282
Pseudoxanthomonas,Paraprevotella,-0.4605149245659354
Bradymonadales,Lachnospiraceae_NK4B4_group,0.9258694286549588
Paraeggerthella,Hungatella,0.0
Capnocytophaga,Providencia,0.8982266871944175
37-13,Campylobacter,0.39628750742632757
Pedobacter,Dysgonomonas,0.897955405761486
Modestobacter,Saccharimonadales,0.9380872693930856
Mobiluncus,Faecalitalea,0.0
Saccharimonadaceae,Muribaculaceae,-0.327049920168785
DNF00809,Muribaculum,0.8172804601164744
Pedomicrobium,Erysipelotrichaceae_UCG-003,-0.6093813897896114
Sphingobium,Streptococcus,-0.6569393380926236
Anaerosporobacter,Mogibacterium,0.11186442454700134
Helcococcus,Family_XIII_AD3011_group,-0.3401584603410064
Anaeroglobus,Limosilactobacillus,0.0
Burkholderia-Caballeronia-Paraburkholderia,Tyzzerella,-0.0881527978528541
Parvibacter,Alistipes,-0.6838843853118828
Sanguibacteroides,Latilactobacillus,0.2289492371346466
Acinetobacter,GCA-900066755,0.17995677933542922
Chloroplast,Lactiplantibacillus,0.0
[Eubacterium]_saphenum_group,Fretibacterium,0.963022194853186
Tissierella,Candidatus_Soleaferrea,0.2945783502570108
Anaerobiospirillum,Family_XIII_UCG-001,-0.292691456800953
Mailhella,Companilactobacillus,0.3153316543671002
Caulobacter,Bacillus,0.7152984330936353
Helcococcus,Faecalibacterium,-0.742873429452126
Prevotellaceae_UCG-001,Victivallis,0.1211535549660246
Rothia,Ruminococcus,-0.158311948771461
Dellaglioa,Salinivibrio,0.9525940667398475
Lautropia,Pyramidobacter,0.10730258070514051
Fastidiosipila,Coprococcus,-0.7275309224924253
Azospira,Atopobium,0.49519254431517645
Helicobacter,Pseudoflavonifractor,0.5886957969445619
Lachnospiraceae_UCG-008,Limosilactobacillus,-0.13481536619929263
Serratia,Bosea,0.9062115241681115
Pseudonocardia,Lactobacillus,0.1762487204936002
Cutibacterium,Anaerostipes,-0.5038333331337886
Robinsoniella,Lactobacillus,0.1899796852121492
UCG-009,Latilactobacillus,0.0
env.OPS_17,Caulobacter,0.7565249482043479
Bradymonadales,Lachnospiraceae_NK4A136_group,0.08342125115635117
[Eubacterium]_brachy_group,Erysipelatoclostridium,0.14925033834435603
Methylobacterium-Methylorubrum,Weissella,-0.04497262261435876
Candidatus_Soleaferrea,Anaeroglobus,0.23924606064507362
Bosea,Alloprevotella,-0.217674063717232
Methylobacterium-Methylorubrum,Gemella,0.0270434397435524
Burkholderia-Caballeronia-Paraburkholderia,Saccharimonadaceae,0.6248091220869043
Cupriavidus,Mogibacterium,0.11020340043840915
Abiotrophia,Blautia,-0.4160143926019468
Abiotrophia,Barnesiella,-0.41829889250803404
Phocaeicola,Lactonifactor,0.3953385962861746
Varibaculum,Erysipelotrichaceae_UCG-003,-0.3586111648725848
Alloprevotella,Leuconostoc,-0.14758100267963262
Enhydrobacter,Bifidobacterium,-0.46968787539309415
Sellimonas,Romboutsia,0.0
env.OPS_17,Coprobacillus,0.11123561919276523
Eisenbergiella,Faecalitalea,0.1198511682685092
Companilactobacillus,Coprococcus,-0.6391498140711134
[Eubacterium]_siraeum_group,[Eubacterium]_coprostanoligenes_group,0.247240130132101
Sarcina,CAG-56,-0.2758230933805676
Rhodococcus,Sutterella,-0.3702532581586168
Dubosiella,Family_XIII_UCG-001,-0.29238365675254635
Cloacibacterium,Mobiluncus,0.8167349292400605
Peptostreptococcus,Lactobacillus,0.1560483132026688
Pseudoxanthomonas,HT002,0.40228993752221387
Neorhizobium,Prevotellaceae_NK3B31_group,0.0
[Eubacterium]_ruminantium_group,Ligilactobacillus,0.029870522994126857
[Eubacterium]_fissicatena_group,Odoribacter,-0.2212838630316602
Alishewanella,Chryseobacterium,0.9026988518149922
Colidextribacter,Eggerthella,0.09135994321257432
Morganella,[Eubacterium]_brachy_group,0.0
Cerasicoccus,Candidatus_Methanogranum,0.9460812623050009
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Fastidiosipila,0.8801894732092108
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Desulfovibrio,-0.3461813927966192
Lachnospiraceae,[Eubacterium]_hallii_group,-0.5312268553182469
Gastranaerophilales,Prevotella,-0.02591023102099324
Rhodanobacter,[Eubacterium]_coprostanoligenes_group,-0.7337934791027922
Providencia,Butyricicoccus,-0.6944115967098792
Oscillospira,Family_XIII_AD3011_group,0.0262893409912338
Izemoplasmatales,Negativibacillus,-0.1405318206253996
Syntrophococcus,Actinomyces,-0.3724175505366614
Catenibacillus,Solobacterium,0.3301023917649898
Helcococcus,Jonquetella,0.9690294443626882
Kocuria,Butyricimonas,-0.521296352019902
Taibaiella,UCG-007,0.9518470820005259
Pedobacter,UCG-005,-0.5241460969762988
[Bacteroides]_pectinophilus_group,Escherichia-Shigella,-0.589530453039613
Legionella,Pseudomonas,0.7157486441210181
Sphingobium,[Clostridium]_methylpentosum_group,0.34829815234918454
Cupriavidus,Peptoclostridium,0.4445328549634796
Pannonibacter,Granulicatella,0.508948203230349
Pseudomonas,Phascolarctobacterium,-0.533255243678221
Oscillospira,Faecalibacterium,-0.12089323687208701
Alloprevotella,[Eubacterium]_siraeum_group,0.0747419855293058
Bdellovibrio,Eggerthella,-0.1573338336742976
vadinBE97,[Eubacterium]_hallii_group,-0.4737377013857448
Anaerostignum,UCG-003,-0.3295101326771766
Prevotellaceae_UCG-003,Clostridium_sensu_stricto_2,0.7466178499964329
DTU089,GCA-900066575,0.1345717140359472
Pedobacter,Clostridioides,0.7445431239900254
Helcococcus,CHKCI001,0.9677815228752606
Enterorhabdus,Collinsella,-0.148820568001514
Lapidilactobacillus,Cosenzaea,0.8837493805749348
Johnsonella,Gordonibacter,0.02054975396259908
Pajaroellobacter,Geobacillus,0.9433896241773926
[Eubacterium]_brachy_group,Eisenbergiella,0.06807654244117543
Pseudoramibacter,Gardnerella,0.7468442121705443
Paraclostridium,Enterococcus,0.34339964690691277
Elusimicrobium,Streptococcus,-0.5209436372151336
Paracoccus,Leptotrichia,0.8278359265179297
Pseudoflavonifractor,P5D1-392,0.6272891198307704
Burkholderia-Caballeronia-Paraburkholderia,Atopostipes,0.7636045482901024
Phocaeicola,Pygmaiobacter,0.6713734775694258
Pseudoalteromonas,RF39,-0.41228610234393137
Pyramidobacter,Blautia,-0.1613429966538338
Butyricimonas,Megamonas,0.21573589861617562
[Eubacterium]_oxidoreducens_group,Howardella,0.31941020404109943
Lachnospiraceae_UCG-001,Victivallis,0.05151132754840878
Levilactobacillus,Parasutterella,-0.5171673403020398
Anoxybacillus,Holdemanella,-0.29602200219552016
Anaerofustis,Muribaculaceae,-0.32485376860259174
Victivallaceae,Rhodococcus,0.40716425001292456
Lactiplantibacillus,Sutterella,-0.3436512163840866
Dolosicoccus,Colidextribacter,-0.5613320180833756
Ezakiella,Rothia,0.0
Psychrobacter,Epulopiscium,0.5745849095733432
UCG-004,Romboutsia,-0.5373477890426928
Deinococcus,Pseudopropionibacterium,0.925685382104018
Pseudoalteromonas,Kocuria,0.9398654622424051
Parasutterella,Anaerostipes,0.2589914937148814
Clostridium_sensu_stricto_3,Barnesiella,-0.4889268731469952
Anaerococcus,Lactonifactor,0.31297051864515424
Veillonellaceae,Prevotella_9,-0.3789465269464792
Enterorhabdus,Catenisphaera,0.2578179310129324
Enterorhabdus,Flavonifractor,-0.2934300629722518
Lachnospiraceae_UCG-001,UCG-009,0.0
Aquabacterium,Lapidilactobacillus,0.8742929070033589
Lachnospiraceae_UCG-008,[Ruminococcus]_torques_group,-0.2112820490430234
Lachnospiraceae_NK4A136_group,Intestinibacter,-0.28315619197151976
Modestobacter,Enterobacter,0.9702608860729249
Candidatus_Obscuribacter,Christensenella,0.4177656200223132
Pseudoalteromonas,[Eubacterium]_oxidoreducens_group,0.8582400796238303
Cellvibrio,Murimonas,0.9451632200434604
Paludicola,Sellimonas,-0.05129158937118562
Macrococcus,Adlercreutzia,-0.2609105131835546
Gardnerella,UCG-008,0.6566634296933678
Lachnospiraceae_UCG-007,Leuconostoc,0.2535330286630966
Alishewanella,Izemoplasmatales,0.49028936117667515
Cellvibrio,UC5-1-2E3,0.7678491554180735
Enteroscipio,CAG-352,0.0
Peptoniphilus,Barnesiella,-0.35071582027701054
Dolosicoccus,[Eubacterium]_oxidoreducens_group,0.8632402181128505
[Eubacterium]_saphenum_group,Negativibacillus,-0.2848891218419214
Paraeggerthella,Peptococcus,-0.0850564808465044
Pseudopropionibacterium,Saccharimonadales,0.9272524451892614
Lautropia,Eubacteriaceae,0.9659783778386382
Cardiobacterium,Companilactobacillus,0.7717999195961657
DTU014,Clostridia_UCG-014,-0.4104423943536286
Abiotrophia,Incertae_Sedis,-0.405388599030296
Neorhizobium,Lactiplantibacillus,0.7564322688689671
Alishewanella,Neorhizobium,0.9448350136164855
Mobiluncus,Enorma,0.646919915656684
Synergistes,Victivallis,0.1811618617824804
Chryseobacterium,Chloroplast,0.0
Selenomonas,Paraprevotella,-0.452287777654766
Fournierella,Senegalimassilia,0.01014728797332744
Butyricimonas,Sellimonas,-0.18051818200008501
Pajaroellobacter,Dialister,-0.47609267748482703
Anoxybacillus,Abiotrophia,0.6973181232968982
Serratia,Abiotrophia,0.6633877745318039
Legionella,DTU089,0.15805455368127042
Eisenbergiella,[Clostridium]_innocuum_group,0.23367223159747202
Sphingobium,vadinBE97,0.5266114883720304
Deinococcus,Calditerricola,0.9256238645214332
Hafnia-Obesumbacterium,Defluviitaleaceae_UCG-011,0.1604138365732714
Odoribacter,Intestinibacter,0.26229432223109217
Bifidobacteriaceae,[Ruminococcus]_gnavus_group,-0.3100184547138716
Cellulosilyticum,Anaerofustis,0.41291497563592783
Halomonas,Providencia,0.8953317660191995
Finegoldia,Sutterella,-0.23110134234734142
Limosilactobacillus,Family_XIII_AD3011_group,0.0
TM7x,Christensenella,0.0969567493861276
Oscillospiraceae,Eubacteriaceae,-0.09866091897523802
Mycoplasma,Helicobacter,0.9149970020978827
Dermacoccus,Pseudonocardia,0.958301877877527
[Eubacterium]_fissicatena_group,Ligilactobacillus,0.0
Lachnospiraceae_UCG-007,[Eubacterium]_siraeum_group,-0.20668166926205878
Modestobacter,Limosilactobacillus,-0.02360960358606438
Elusimicrobium,[Clostridium]_methylpentosum_group,0.29244887126561725
Hungatella,[Clostridium]_innocuum_group,0.42119357415321446
Candidatus_Obscuribacter,Veillonellaceae,0.6839479153374481
Helcococcus,Methanobrevibacter,-0.15739434203974
Cloacibacterium,Paraprevotella,-0.371286840007543
Helicobacter,Rikenellaceae_RC9_gut_group,0.15450272791023
[Eubacterium]_oxidoreducens_group,Catabacter,0.4950326150420218
Muribaculum,Turicibacter,-0.4248471620418828
Megasphaera,Megamonas,0.1390529437956408
Saccharimonadales,Parasutterella,-0.5314349386469897
Tissierella,Actinomyces,-0.38087217299078757
Halomonas,Rothia,0.0
Pajaroellobacter,Levilactobacillus,0.9250236674416976
Mucispirillum,Mobiluncus,0.9035705477166329
Oribacterium,Prevotellaceae_UCG-001,0.2503040311721088
Prevotellaceae_UCG-001,Lachnoclostridium,-0.206778641892444
Burkholderia-Caballeronia-Paraburkholderia,UCG-003,-0.5574134040328649
Edwardsiella,Victivallis,0.1820556621088088
Morganella,[Eubacterium]_fissicatena_group,0.2026619034936732
Prevotellaceae_UCG-004,DTU089,0.1365249926033058
Cellvibrio,Saccharimonadales,0.9440220409480776
Rothia,Latilactobacillus,0.0
Candidatus_Methanogranum,Merdibacter,0.4623258142259362
Elstera,Catenibacterium,-0.05647236948174246
Fusobacterium,Oscillibacter,0.036341542751178804
Muribaculum,Cloacibacillus,0.19253513644219838
Sphingomonas,Izemoplasmatales,0.3857380129384832
Fimbriiglobus,Asticcacaulis,0.8705915789080144
Christensenella,Hungatella,0.0
Clostridioides,Coprobacillus,0.13411595870071918
[Eubacterium]_saphenum_group,Aerococcus,0.9433221989497389
Dielma,Anaerostipes,-0.18021563484634398
Modestobacter,Erysipelatoclostridium,-0.1443981979728744
Macrococcus,Enterorhabdus,0.274109450375282
Catenibacillus,Barnesiella,-0.3999495835627976
Allisonella,Coprococcus,0.1312505363210364
Edwardsiella,UCG-009,0.0
Pyramidobacter,Incertae_Sedis,-0.12309685025505161
Blastomonas,Erysipelatoclostridiaceae,0.8450931462843616
Victivallis,Anaerostipes,-0.25869269251845123
Companilactobacillus,Lachnospiraceae_UCG-010,-0.5447019085967856
Pseudonocardia,Howardella,0.3281377130672662
Lachnospiraceae_NK4B4_group,Marvinbryantia,-0.23891205460259757
[Eubacterium]_oxidoreducens_group,Tuzzerella,0.20769603174837153
Robinsoniella,Howardella,0.3110395336546622
Gardnerella,CAG-352,0.0
Succiniclasticum,Izemoplasmatales,0.5335776471476884
Clostridium_sensu_stricto_2,Shuttleworthia,0.5648490014448682
TM7x,Veillonellaceae,0.26380212639217476
Clostridium_sensu_stricto_3,Incertae_Sedis,-0.5869191707909036
Megasphaera,Sellimonas,0.0
Pajaroellobacter,Eubacterium,0.2555540864147514
Oceanivirga,[Eubacterium]_brachy_group,0.06516493083712548
[Eubacterium]_coprostanoligenes_group,Intestinibacter,0.4660101999740246
Deinococcus,Oscillospiraceae,-0.09605703419101266
Asticcacaulis,Brachyspira,0.8580310489240521
[Eubacterium]_saphenum_group,Denitrobacterium,0.9616462179940047
Murimonas,Lapidilactobacillus,0.85939885433261
Candidatus_Obscuribacter,Oribacterium,0.8094310183242838
Pseudoxanthomonas,Companilactobacillus,0.8291555532613542
Pseudomonas,Lacticaseibacillus,0.3848234817306208
Prevotellaceae_UCG-003,Eggerthella,-0.1552050302358382
Butyricimonas,Veillonella,0.135258856727074
Peptostreptococcus,Howardella,0.1954315847182078
Pediococcus,Latilactobacillus,0.5933834428225814
Oscillospira,Methanobrevibacter,-0.026738686736776762
Lachnospiraceae_FCS020_group,Lawsonella,0.2567486190776898
Caproiciproducens,Stenotrophomonas,0.5815687287562021
GCA-900066575,Ruminococcus,0.0234766712363045
Paracoccus,Bifidobacteriaceae,0.8836357103364415
Taibaiella,Cryptobacterium,0.9587422024194142
Harryflintia,Sellimonas,0.0
Legionella,Clostridium_sensu_stricto_1,-0.601823812157423
Brevundimonas,Pseudoflavonifractor,0.46088976626397804
Legionella,Acidibacter,0.6788839958928979
Barnesiella,Monoglobus,0.185413318540115
DNF00809,Enteroscipio,0.9586273210597082
Anoxybacillus,DTU014,0.924948999714798
37-13,Faecalitalea,0.0
Anaerosporobacter,Aggregatibacter,0.7226980450284538
Synergistes,Enterococcus,0.423142732035877
Lachnospiraceae,Sphingomonas,0.4722821073935914
DNF00809,Senegalimassilia,-0.12194829309820081
Aerococcus,Peptococcus,-0.08136815286934233
Modestobacter,Eisenbergiella,0.0
Elusimicrobium,vadinBE97,0.6767177258942192
Mailhella,RF39,-0.028831641124024858
Dellaglioa,Oscillospira,0.1292907586351806
Muribaculaceae,Lachnoclostridium,0.1483078691526954
Raoultibacter,Christensenellaceae_R-7_group,-0.19778832092647441
Providencia,Muribaculum,0.7530129213584195
Anaerosporobacter,Finegoldia,0.5182424127992935
Modestobacter,[Ruminococcus]_torques_group,-0.7381909817254195
Clostridium_sensu_stricto_2,Subdoligranulum,-0.6420869517571528
Selenomonas,Faecalicoccus,0.5667150548429778
Helicobacter,Pseudomonas,0.6845367507526999
Mitochondria,Erysipelatoclostridiaceae,0.43483605082042703
Lachnospiraceae_UCG-001,Lachnoclostridium,-0.029170498005783297
TM7x,Oribacterium,0.35343622449492945
Hafnia-Obesumbacterium,Victivallaceae,0.2818881514705396
Prevotellaceae_UCG-004,Clostridium_sensu_stricto_1,-0.535766545910539
[Eubacterium]_nodatum_group,Lachnospiraceae_NC2004_group,0.5294193646195946
Fimbriiglobus,Pseudoramibacter,0.9163686980132901
Hydrogenoanaerobacterium,Frisingicoccus,0.2226987385044112
Butyricicoccus,Streptococcus,0.5983477294413609
Sutterella,Butyricicoccus,0.3549385988698464
Bradyrhizobium,Chloroplast,0.0
Cupriavidus,Aggregatibacter,0.7112358520977532
Muribaculum,UBA1819,-0.3922822982411052
Blastomonas,Bacillus,0.7635056821453936
Alishewanella,Succinatimonas,0.722850991086986
Novosphingobium,Murimonas,0.8769439399363732
Jonquetella,Atopostipes,0.8972240389461836
Dermacoccus,Lactobacillus,0.193139411413146
Lachnospiraceae_NC2004_group,Senegalimassilia,-0.11821211543572199
Oceanivirga,[Bacteroides]_pectinophilus_group,0.8489968855863234
Terrisporobacter,Blautia,0.1982946851557238
Terrisporobacter,Barnesiella,0.221815813867688
Paraeggerthella,Erysipelotrichaceae_UCG-003,-0.4975338358265792
Muribaculum,Alistipes,-0.678232496847365
Pseudonocardia,Catabacter,0.5664242161472388
Acinetobacter,UCG-009,-0.1389749103857696
Staphylococcus,Prevotella,-0.22746705755190783
UCG-008,Roseburia,-0.6392921140216454
Robinsoniella,Catabacter,0.5336181047229155
Novosphingobium,UC5-1-2E3,0.7119932199435149
Flavonifractor,Streptococcus,0.4117933758826112
Cupriavidus,Finegoldia,0.5099018133579067
[Eubacterium]_oxidoreducens_group,Prevotellaceae_NK3B31_group,0.0
Cloacibacterium,Faecalicoccus,0.5026402045464404
Lautropia,Adlercreutzia,-0.2586048576124676
DTU089,Fusicatenibacter,-0.02657260325700018
Paeniclostridium,Parvimonas,0.23320392760608719
Succinatimonas,Pediococcus,0.6367875719634212
UCG-008,Klebsiella,0.6814082110767911
Catenibacillus,Incertae_Sedis,-0.31458592154909143
Methylocella,Solobacterium,0.487386607058128
Bradymonadales,GCA-900066755,0.7437896247391957
Merdibacter,Victivallis,0.12158679999119922
Moryella,Prevotella_7,0.0
Megasphaera,Veillonella,0.11032728203551545
Aquabacterium,Azospira,0.9521033622623294
Faecalibaculum,Centipeda,0.8567031758529087
Mucispirillum,Paraprevotella,-0.4421058761332522
Asteroleplasma,Merdibacter,0.45053991063711096
Synergistes,Lachnoclostridium,-0.4401940316056332
HT002,Paraprevotella,-0.2190521487172842
env.OPS_17,Oxalobacter,0.6984950240178327
Negativicoccus,Lachnospiraceae_UCG-008,0.28991630246758576
Catenibacterium,Fusicatenibacter,0.0
Aquabacterium,Succinivibrio,0.2886336549042412
Serratia,Collinsella,-0.633927718054628
Acinetobacter,Clostridioides,0.20040432769315322
Bifidobacteriaceae,Libanicoccus,0.7935852855700836
Stomatobaculum,Coprobacter,-0.19428727524891917
Cosenzaea,Holdemanella,-0.3025550391548872
Lachnospiraceae,Arcanobacterium,0.6285470137481519
Gastranaerophilales,Lachnospiraceae_NC2004_group,0.2559327001509994
Sphingomonas,Lawsonella,0.6554849076552618
Pajaroellobacter,Agathobacter,-0.5832814146639758
Pseudonocardia,Tuzzerella,0.23213649837001502
[Eubacterium]_nodatum_group,Acidaminococcus,0.03238830256747762
CHKCI001,Allisonella,-0.1932646646095776
